Text,Text_length,token_length
its a good trip hello from Belorussia ,38,11
Merci pour ton support Lynda  ,30,7
Ensuite désolé pas toute lAlgérie dans cette esprit Région de lintérieur de lAlgérie jeune travaille ,101,25
el back round boys tsfiir  ,27,9
On sait on sait et en on est quoi  ,35,11
its really interressing to know this conflict which reigns there between these  countries  you taught me something today  ,122,23
A masterpiece by the way I know epidemicsound through piter mekcinon videos ,76,18
telaa l moral walahh haba nrouhh maak ,38,15
ida ktab rabi ndir  wilayas o ndirelhom ga vidéos D ,52,20
Hi brother I loved your videos but you love free hh ,52,13
Khoya hichem lamusic hadik wasmha rabi yahefdak ,48,20
Hhh top khsara ykhas fiha krimou ,33,15
Très belle vidéo bravo et bcontinuation ,40,10
Seul prblm le son naes les aigus  ,34,13
I would watch your content for decades ,39,9
working while listening to this  GREAATT ,41,11
Cest vrai kayna il a raison ,28,9
Khouna Ramzi jai grave besoin de cette formation jen ai deja des bases dans ce domaine et jai eu des coûts de vente grave bases pour certains produits mais je veux beaucoup plus maméliorer afin daller à létranger au niveau des ecommerce ,237,51
I love you i love you moi moi algérien ,39,12
   madame de quoi diayat as que une voitures c pas un moyens bch whd ybda tu peux pas allé à baba hssen b trouli allé retour bch tchri mch wtruhi les ateliers bd lzm tnubil taxi ou aplic tu peux pas m bntk ntbh depuis lentemps a la expliqué que nhr hlet hanut wnuha kwltha wmchi ib ana fhmt nas mtgdrch tbda whdk tkhsr ghir f drahm le moyens de transport huwa sah wnas ga alblha madame si tu n pas ça tu peux rien fair mnich ndir diayt wnhbt f insan mnich nafs fiha il on a bq li ynfsuha son parle moi j dit la vérité ,518,167
Excellent content Kenneth and very well videographed too Was a pleasure to watch the video ,91,18
Oh eh oh oh oh oh eh oh everybody sing,38,11
I like u bro  nice a d strang job ,34,12
Le plus beau désert au monde et unique ça fait plaisir ,55,14
La classe machallah tahia Algérie ses lon rêve dy aller inchallah un jour irais ,80,21
Salam alaikum Actually I need some help I just started working with someone and he is the biggest client I have ever had He needs a marketing plan to break into social media and create his own platform I dont know how to organize my work with him and I am wondering if it is important to be proficient in software engineering I am a computer science student Also thank you for your podcasts I like them so much ,411,82
après lépisode sur lautomobile et le cinéma cette épisode est lune des meilleurs épisodes de cette chaine  très bon travail et bonne continuation et saha ramdankom ,164,39
A laj yaw andek el vibe tak wow lik kamll ,42,15
Thank you very much for the informationrich content Good luck for the future ,77,16
Jeudi Vendredi Samedi What Pas possible que ce soit déjà fini Ouh,65,17
The prophet which will come to,30,7
le rap coréen cest spécial apres  ,34,10
And try to talk in english with us to learn with u ,51,14
Vos podcasts nous permettent de nous remettre profondément en question de nous poser les bonnes questions et de se préparer psychologiquement au monde de brutes qui nous attend autant en france quici en Algérie Bonne continuation surtout narrêtez pas  ,252,48
Épisode rah ga f chtih peuff ,29,12
Wa rabbi yeqadrna alla fil alkhayre ,36,14
   les gens comme toi naime pas les critiques constructives  ,61,17
le haut niveau  je suis entrain de regarder cette serie en plein ramadan  et je vois le niveau par rapport a toute autre emission ou serie quon a cette année  purée dommage ils ont bloquer la diffusion de lautre serie orso  Djaafer Kacem est un grand ,251,63
আললহপক হযরতক জননতর সরবচচ মকম দন করন আমন ,40,25
Super travail et surtout bénéfiques bonne continuation frère ,61,11
Vidéo top beau montage ça fait plaisir de voir ma ville natale les bougiotes sont hospitalier ca ma fait rappeler de très bons souvenirs jai étais à tout les endroits en marche kiKount surtout au lycée avec des amis sans oublier TAMELAHT  MEFTAH Zigouades et pleins dautres endroits RANI AYCHA FEL KHAREJ BESSAH BLADNA CHABA unique RABI YAHFADHA juste inshalah twali niya berkwelah ilogic yatikoum assaha les jeunes bonne continuation ,435,113
KHOUBIA YOU ARE THE BEST TO THE GREATEST INSHALAAH  ,52,19
   rana f les cmntr tu c ,25,14
ya samir ay cayna faux raccord  kont tadrab fil bab wanchofo fi ljiha ta lpas tozghod tsama maghloka bazakron oumanbad fi  thol lbab blmafta man lpas hh ,153,54
Les images Avec la musique nous font voyager cest une thérapie ,63,14
Parceque la situation de complément dobjet directe belle voix avec mon cerveau top kho lah ibarek ,98,22
   lAlgerie est hors circuit monétaire international et je trouve cest une bonne chose il ya beaucoup de chose à améliorer mais rappelle toi de ce commentaire dans  maximum  ans lEurope et notamment la France deviendra invivable  cest des fois qui gouvernent lEurope jai longtemps cru à la démocratie en Europe cest le plus grand mensonge il suffit dun petit problème pour sen apercevoir en Europe la démocratie cest pour les riches  Bien sûr si il ya pas une guerre en  Macron veut rester au pouvoir il a même parler denvoyer des troupes en Ukraine  une lois est votée pour réquisitionner des citoyens entre  et  ans sous peine de  ans de prison et damende Une dictature est en route en Europe de louest  doucement mais sûrement  ,731,168
KHOUBAI YASTAMTA WA YMATA GOOD JOB BRO ,39,16
You are a big inspiration for me bro I appreciate your help ,60,14
Chkoune ychoufou jayah had labnadam tayii ,42,17
force a toi et merci pour tes videos de la part dun algerien de france ou français dorigine algerienne ou beur en vacance  selon le terme qui vous arrange ,155,40
Léon Griesel quand tes bourrer sa passe crème ,46,14
Hoche la tête comme une théière ,32,10
 upyw  peff matzouja khoya lach niya nakssa merci khoya ,56,23
Hhh hata ki chrina lih bch atitah video  publicité mdrr ,56,21
Ya reb jitou heta edam darna w malabalich TOUDJA ,49,19
Thanamirth falawan lkhadema yarzan attas attas saramghawan rvah dhi thadwilin nidhan Saha lidenwan slahna talwath inchallah ,124,43
Ida rak ghir tvoyager ou mndkch khdma min ak jib drahem bch thawass ,68,27
Rak positifkhoya wejh el khirould bledi inchallah tawssel ml tu merites ouĺd bledi ,83,27
   tfhem bzaf hwyj ,19,11
Le seul vlogger algérien que jaime Djamel rak top ,50,16
Tīzīrī Ĕşpi koya mdli ryak fi lachan tai ida djbok lvdio tai abonne ou mtnsach ,79,33
BON vidio hafdaQ HIcham dn I love you ,38,15
bah en vrai à cette époque on écoutaient PZK quoi XD ,53,16
Daqyous li ban nmer lih hh ,27,12
Kont nastana fik psk vraiment albi raho mamar manich nchuf ga télévision majabni Walo ,86,26
Win djay hamam exact F béjaïa  ,31,13
Le savoir vivre Bonne continuation et profite aux max avant le mariage et les enfants ,86,17
je tadore parceque tu es mon chanteur préférée tu es un beaux gosse et aussi tu chante très très très méga bien  et aussi ça fais bien longtemps que cette chanteur et ta vidéo elle chouette aussi hein ,201,49
good luck my friend Im a traveler like l been in  countries and territories around the world by the way Im Algerian citizen but my origin dont stoped me from traveling around the world and discover so many civilisations so much difference between my culture and other cultures ,277,53
Salam khoubaî je te suit ya un bon moment de sa et je trouve que tu présente des contenues très objectifs en terme de culture et on plus tu fais conaïtre notre pays aux autres également jespère quun jour tu signera dans une chaîne de document telle que arte TVnat Geo ect Big UP Fréro  ,286,69
Hia dehek oui mais akhtik metanamor bzf  ,41,16
Roht liha balsa chba bezaaf ya khouya ,38,17
Your videos are judt amazing you deserve more keep moving greeting From Morocco ,80,16
Ana rani hna khredjet f had la série ou ana dayer fi bali wela subhan Allah lwekt raho yjri ,92,33
Il faut proteger cette nature Il faut punire tte personne qui detruit notre partimoine qui est aussi le partimoine de tte lHumanite ,132,34
and papa laks  yatmacha biha b  absa ,37,16
elle est ou la suite de ton voyage au Pakistan ,47,12
Ni carte vote ni carte nationales ni emploi ni avenir je crève ,63,16
Amazing Kenneth looking forward to the next episode soon  ,58,11
sound track a la fin est magnifique de brooke ,46,12
ça donnée tarpin dambiance maintenant a cause de cest soidisant rappeur qui on niker cette ambiance bas cest fini ,114,28
Sama nti kindiroulk jaime nadou coupe du monde wlh la chatra rohi tolbi bid ,76,27
Brovo kol am nara l zoom khsra mfihach krimo mais mlich harachi tni khdam ghya ,79,28
MaajbetniiCh bzzff maiis blQ siiba w jsp sinn je te supporte bien sur Mohamed Djamel Taleb m les meilleurs vlogger andi ana ,124,41
Hhhaahhahhahhahhaaha and snowman are the best and most important ,65,19
Les videos avec Racha les meilleurs Bonne continuation ,55,11
jbtni info ta acide chlorhydrique lah yhvdkom chachra ,54,18
planet  also named planet X ,28,8
Yatik essaha tu nous fais voyager avec toi ça remonte le moralPeux tu nous parler des problèmes dangers  que tu as rencontré  Et lorsque tu revient en Algérie tu te sent comment ,178,42
Enfin jamais cheft les séries nchouf zoom yekfi lol w khalilna chewiya riat lol ,80,25
You are so cute and your videos are so much fun ,48,13
Are you Korean  Are you able to understand the content  Cuz I can help you if you dont  ,88,23
kol wahad w style taah  les deux font un excellent travail ,59,16
DEGLET NOOR la datte de LUMIÈRE ALGÉRIENNE ,43,17
Wash your hands constantly to avoid common illnesses in other areas youre not used too You were shaking a lot of hands That is probably how you got sick ,153,31
Oui oui oui fort hbibna tu mérite abonné like et partage ,57,16
Marwa mb soeur abonnés ndi oulmi k abonnés ,43,16
Khoya wellah ghir rak hayel mais ahdar dziri khoya khalina men hadra ta captin majid ,85,28
Wlh la roht dartlh abonné fl Instagram hh ,42,14
Il faut douka la diaspora algérienne qui est à létranger tkerri wladha sur les conséquences dun placement en famille daccueil parce que sah ça bousille la vie des enfants et souvent les familles daccueil sont bien pire que le foyer à qui les enfants ont été enlevés Wechnou je suis totalement daccord sur le fait quun papa yedreb mertou ça donne un très mauvais exemple et que ce papa est un potentiel danger pour sa femme et peut être même pour ses enfants donc habbsou derb sinon rayhin tekherbou darkoum b yedkoum Derb jamais kan une solution ,546,129
VIDEO BI RIAYAT ZNAI SGHAR LOL nice one ,40,16
idi  wachbik okti hado kbayal hachon fel hasima alach raki tzoki tsalilhom kbayal chofo barka vigora moi aussi kabyle je parle pas arabe el leh galab hichna gel hasima chik yahder la famille gah yahadro osah malina daro faut ,225,71
hh rmih fbit lma ndo lh ,24,13
Cette série est une addiction positive pour les téléspectateurs merci pour vos efforts et nous vous souhaitons un large horizon et vous voyons dans les plus hauts rangs et lAlgérie est fière de vous ,199,46
Qui est encore là en  Laissez un ,33,11
ya allah la les msg taakk daymen a la fin de tes vidéos ,56,17
i would really like to see the work you can do in my country Sri Lanka ,71,18
Mess habite nsaksi hajaa ntaya troh part ajonce wasamha lajonce svpp ,69,23
Lesel kayen li yji jamed normal ça arrive ,42,14
elle a une très belle voix  en plus cest dur de refaire adele gg ,65,19
Nabil asli tes Un truc de ouf frère reste sur ce niveau wlh tes un vrai artistes jai que tu reste avec nous chaque ramadan tauras tjr ce sketch ,144,37
ana rani nessena fik tahder la abdel kader el fertaki ,54,17
Bon courage mon ref toujours ntabak w pour toujours ,52,13
the best arabic youtuber is this guy and taha essou in morocco ,63,19
On aimerait bien avoir une version prolongé guys ,49,12
vraiment tu m apportes bcp de bonheur dans cette rba saha kho ,62,18
Hahahahahah wahda marakadroulhache ou fi ga el madjalates ,58,20
Fatal ma femme ma dit non ,26,8
I would like to suggest to change the channels name to Inspiring Djawed ,72,17
Djawed_vlog  Ya mahlak khfif drif  Tahya El Djazaïr  ,53,25
a kouya patron o a ouvert le ,29,10
Watach dir vlog f bab el oued ,30,11
Bonne courage Hicham wlh la haja kbira nta frr ,47,17
Tu sais djamel rani rib nweli nacha fik wlh ladim ,50,19
rbah moul la chaine li djab les vues hh warin ntouma chara wara khouya mourad ,78,28
Brainers never miss mashallah carry on the good work  ,54,13
Cant wait for the next video keep it up ,40,11
Thank you I used a Canon R and Canon D in this episode ,55,15
nmout la el batel  je vais faire une video pareil en thailande lol ,67,20
Nous sommes tous les mêmes et ,30,8
Bon courage mon frère bsah wlah ghadhatni l balouta hadik li tatouha bach chaaltou nar hh Ç reste un plaisir de vs suivre ici sur youtube ,138,39
Ok Both of us speak English so we have a common ground What platform would you like to use  ,92,21
andkom f maskar kherfan yahadro hh hfdk hicham ,47,19
How beautiful is my country Algeria and its products  ,54,11
ya khoo nta aja top w nchalh natlw ,35,14
merguez a h du matin  ,22,8
tji l constantine we mchftekch  bsahtk djawed ,46,20
La vidéo top frr bon courage  ,30,9
likifek klel kemel bravo lik dir motor mli wdir jawalet f dzeyer w kherej dzeyer  rana nestenoo f jdid ,103,35
Mohamed Djamel Taleb  how to be happy in Algeria ,49,16
   Hi Sally thanks for taking time to reply me You are right about learning many languages but didnt you see how some people in our country are opposed to this idea and insist on the frensh  especially from a region in Algeria While others have no problem to interact in the anglophone countries we are the only people struggling to get the best opportunities So think about darling ,383,77
Tt les choses sont bien pr vs sauf les études de vos enfants en Algérie cest catastrophe la société ne supporte pas léducation ,127,28
